source_resource_type,region,target_region,server_name,server_id,include_in_deploy,source_flavor_id,source_flavor_name,source_ram_mb,source_vcpus,source_disk_gb,source_image_name,source_image_os_distro,source_image_os_version,target_flavor_id,target_flavor_name,target_ram_mb,target_vcpus,target_disk_gb,target_hourly_rate_usd,target_daily_cost_min_usd,target_monthly_cost_min_usd,recommended_target_image_name,image_recommendation_note,cloud_init_user_data,boot_volume_source_size_gb,boot_volume_source_device,boot_volume_target_device,needs_floating_ip,floating_network,boot_strategy,boot_from_volume_size_gb,attached_data_volumes_count,conversion_note,alt_1,alt_2,alt_3
database_instance,iad,DFW,HA-Mysql8-01,15794001-4db3-41bf-adbd-a00a149d02d6,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-mariaDB-02,1a36ff59-5a25-4777-a8df-aabf6cf7edb0,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,php-ospc_Database,2c3305c8-ce6b-4863-a2a7-2c3d198f314c,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA percona 8-03,3fdbbf29-3a17-4bd3-9c86-0b74baf18624,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=percona:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-mariaDB-03,40a3b380-61cf-4a69-a474-d8f68d81c750,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Stack-05_Database,4d0ced3c-c5b5-4cf3-aa17-729cd74ce1e5,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,sql,5b05ea2c-c452-4069-97f3-f2bc80e7182f,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-Mysql8-02,8e0d09e1-fce1-4343-b84c-cc2342b21310,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-mariaDB-01,8fa64835-2ae3-492d-8d9b-7c19a40715b3,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Instance-05-03,aa2c81fd-18de-4258-a5b5-5f23c44e8bb7,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA percona 8-01,b5101823-3e0c-4885-9ab9-ad06f40f5c64,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=percona:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Instance-05-02,c0e7d35e-1065-458e-b5f8-64fc68fcfa41,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-Mysql8-03,c1b4a7aa-edc1-49b3-b6dc-cc136e52a06b,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
