source_resource_type,region,target_region,server_name,target_server_name,server_id,include_in_deploy,source_flavor_id,source_flavor_name,source_ram_mb,source_vcpus,source_disk_gb,source_image_name,source_image_os_distro,source_image_os_version,target_flavor_id,target_flavor_name,target_ram_mb,target_vcpus,target_disk_gb,target_hourly_rate_usd,target_daily_cost_min_usd,target_monthly_cost_min_usd,recommended_target_image_name,image_recommendation_note,cloud_init_user_data,boot_volume_source_size_gb,boot_volume_source_device,boot_volume_target_device,needs_floating_ip,floating_network,boot_strategy,boot_from_volume_size_gb,attached_data_volumes_count,conversion_note,alt_1,alt_2,alt_3
cloud_server,iad,DFW,ospcwin2019,ospcwin2019,09d88d96-901d-4741-9a61-38bfbd466e84,yes,general1-1,1 GB General Purpose v1,1024,1,20,Windows Server 2019,com.microsoft.server,2019,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Windows Server 2019,windows_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,boot_from_volume,50,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=3.8000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=3.2000,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=4.3000
cloud_server,iad,DFW,opscwin2016,opscwin2016,d69037a7-8441-42e2-b349-30628dbd7ecc,yes,general1-2,2 GB General Purpose v1,2048,2,40,Windows Server 2016,,2016,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Windows Server 2016,windows_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=1.0000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.9000,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=1.4500
cloud_server,iad,DFW,bigjumpwindowsiad,bigjumpwindowsiad,77fbe978-4b0b-43cd-8722-47a495827d49,yes,compute1-30,30 GB Compute v1,30720,16,0,Ubuntu 24.04 LTS (Cloud),com.ubuntu,24.04,813056ca-3e63-4db4-9833-64a8019688e5,gp.5.16.64,65536,16,240,0.5530,13.27,398.16,Ubuntu 24.04,ubuntu_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,local_boot_use_flavor_disk,,1,,gp.5.24.96 (40d4958a-56d9-4c8e-ae8b-3e5072398739) score=1.3100,gp.5.32.128 (1ed24200-5d11-4fde-814d-6b2c2449b313) score=2.1967,gp.5.48.192 (7d1b2ff0-c0cb-4241-bc4f-fece811d6cb1) score=4.1700
cloud_server,iad,DFW,test-c7hwfix-iad-1,test-c7hwfix-iad-1,f2110fde-3890-464c-b35c-8ee1dc0bbf24,yes,general1-4,4 GB General Purpose v1,4096,4,80,c7hwfix-20260425,,,1ba37c74-34c1-47f8-965b-c5005c3825d2,gp.5.4.4,4096,4,80,0.0860,2.06,61.92,,no_recommendation,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,mo.6.2.16 (03acf2b1-631f-40e0-bb94-994d3eca2b58) score=10.7500,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=10.2500,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=10.4250
cloud_server,iad,DFW,Bigjim-iad,Bigjim-iad,467cf940-3b81-43d6-985f-3cbe90ed98e9,yes,compute1-30,30 GB Compute v1,30720,16,0,Ubuntu 24.04 LTS (Cloud),com.ubuntu,24.04,813056ca-3e63-4db4-9833-64a8019688e5,gp.5.16.64,65536,16,240,0.5530,13.27,398.16,Ubuntu 24.04,ubuntu_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,local_boot_use_flavor_disk,,52,,gp.5.24.96 (40d4958a-56d9-4c8e-ae8b-3e5072398739) score=1.3100,gp.5.32.128 (1ed24200-5d11-4fde-814d-6b2c2449b313) score=2.1967,gp.5.48.192 (7d1b2ff0-c0cb-4241-bc4f-fece811d6cb1) score=4.1700
cloud_server,iad,DFW,jenkins,jenkins,107d8faf-4a18-4d50-88c9-f49042843f18,yes,general1-4,4 GB General Purpose v1,4096,4,80,CentOS 7 (PVHVM) (Orchestration),centos,7,1ba37c74-34c1-47f8-965b-c5005c3825d2,gp.5.4.4,4096,4,80,0.0860,2.06,61.92,Rocky Linux 8,centos_to_rocky,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,mo.6.2.16 (03acf2b1-631f-40e0-bb94-994d3eca2b58) score=10.7500,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=10.2500,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=10.4250
cloud_server,iad,DFW,centos7,centos7,8daf4f80-47bc-41a6-bbcb-cd5974193b41,yes,compute1-4,3.75 GB Compute v1,3840,2,0,centos7-snap-20260417101921,org.centos,7,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Rocky Linux 8,centos_to_rocky;boot_volume_metadata_fallback,,80,/dev/xvda,/dev/vda,yes,PUBLICNET,boot_from_volume,80,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=0.6233,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.2100,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=0.4233
cloud_server,iad,DFW,win2019,win2019,aaabe292-762c-4847-b249-b181ead4737c,yes,compute1-4,3.75 GB Compute v1,3840,2,0,Windows Server 2019 + SQL Server 2019 Standard,com.microsoft.server,2019.0,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Windows Server 2019,windows_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,boot_from_volume,50,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=0.6233,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.2100,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=0.4233
cloud_server,iad,DFW,windows2016,windows2016,1850f963-95f6-477f-97da-81e5b404694f,yes,general1-2,2 GB General Purpose v1,2048,2,40,Windows Server 2016,,2016,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Windows Server 2016,windows_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=1.0000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.9000,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=1.4500
cloud_server,iad,DFW,debian11new,debian11new,cd6a356c-62fc-4763-aafc-ca342ec8f923,yes,general1-2,2 GB General Purpose v1,2048,2,40,Debian 11 (Bullseye) (PVHVM),debian,11,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Debian 11,debian_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,mo.6.2.16 (03acf2b1-631f-40e0-bb94-994d3eca2b58) score=3.7000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.9000,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=1.4500
cloud_server,iad,DFW,dbian10new,dbian10new,9262a99e-6bd3-495d-bacd-06a015b29088,yes,general1-2,2 GB General Purpose v1,2048,2,40,Debian 10 (Buster) (PVHVM),debian,10,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Debian 11,debian_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,mo.6.2.16 (03acf2b1-631f-40e0-bb94-994d3eca2b58) score=3.7000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.9000,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=1.4500
cloud_server,iad,DFW,u20,u20,f4dd8084-20c4-40a4-8784-7db8c6c5162a,yes,general1-1,1 GB General Purpose v1,1024,1,20,Ubuntu 20.04 LTS (Focal Fossa) (Cloud),ubuntu,20.04,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 20.04,ubuntu_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,1,,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) score=2.1000,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=3.8000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=3.2000
cloud_server,iad,DFW,rocky9,rocky9,12962165-11ca-498c-8a2f-db69947f9264,yes,general1-1,1 GB General Purpose v1,1024,1,20,Rocky 9 (PVHVM),rocky,9,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Rocky Linux 9,rocky_nearest,,,,,yes,PUBLICNET,local_boot_no_source_boot_volume,,0,,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) score=2.1000,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=3.8000,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=3.2000
cloud_server,iad,DFW,alma8,alma8,f4680994-c54f-473a-8549-b6fb1176088c,yes,compute1-4,3.75 GB Compute v1,3840,2,0,AlmaLinux 8 (PVHVM),org.almalinux,8,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,AlmaLinux 8,alma_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,boot_from_volume,50,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=0.6233,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.2100,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=0.4233
cloud_server,iad,DFW,dbian12,dbian12,8d7309ea-f39c-417b-8f50-c28f76ffd9db,yes,compute1-4,3.75 GB Compute v1,3840,2,0,Debian 12 (Bookworm) (PVHVM),org.debian,12,b5ccd490-b138-4d81-b8c3-c074287708e8,gp.5.2.4,4096,2,40,0.0490,1.18,35.28,Debian 12,debian_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,boot_from_volume,50,0,,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) score=0.6233,gp.5.2.6 (05d771d6-a4c2-48e8-9c28-c7a029cdeb94) score=0.2100,gp.5.2.8 (06aba8cf-7181-4d70-be1d-2a46e8c46f22) score=0.4233
cloud_server,iad,DFW,Alma9,Alma9,de2cc03b-b53a-4f32-8b1b-8a3c9d757069,yes,compute1-8,7.5 GB Compute v1,7680,4,0,AlmaLinux 9 (PVHVM),org.almalinux,9,c2e4f7c5-26ef-49ca-a121-97e0193304c1,gp.5.4.8,8192,4,80,0.1060,2.54,76.32,AlmaLinux 9,alma_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,local_boot_use_flavor_disk,,1,,gp.5.4.12 (f2e07e6c-20b0-4ffd-92ad-dbafb9fe86fb) score=0.2100,gp.5.4.16 (a78521e3-903a-4124-a844-35893a4b639e) score=0.4233,gp.5.8.16 (d00a18da-865b-4b89-9036-ed1736d54649) score=1.0233
cloud_server,iad,DFW,rocky8,rocky8,7afcc45d-4080-475e-a771-8ee1f265ef5c,yes,compute1-8,7.5 GB Compute v1,7680,4,0,Rocky 8 (PVHVM),org.rockylinux,8,c2e4f7c5-26ef-49ca-a121-97e0193304c1,gp.5.4.8,8192,4,80,0.1060,2.54,76.32,Rocky Linux 8,rocky_nearest;boot_volume_metadata_fallback,,50,/dev/xvda,/dev/vda,yes,PUBLICNET,local_boot_use_flavor_disk,,0,,gp.5.4.12 (f2e07e6c-20b0-4ffd-92ad-dbafb9fe86fb) score=0.2100,gp.5.4.16 (a78521e3-903a-4124-a844-35893a4b639e) score=0.4233,gp.5.8.16 (d00a18da-865b-4b89-9036-ed1736d54649) score=1.0233
database_instance,iad,DFW,HA percona 8-02,HA percona 8-02,0651b25a-9810-41d2-ac00-d30aae53fcdc,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=percona:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,drupal,drupal,0e0c1ccf-e8be-4e40-8e04-772307364118,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,dbaasmariadb,dbaasmariadb,1456f7cd-0080-45e8-9617-cb797ba2ee97,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-Mysql8-01,HA-Mysql8-01,15794001-4db3-41bf-adbd-a00a149d02d6,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-mariaDB-02,HA-mariaDB-02,1a36ff59-5a25-4777-a8df-aabf6cf7edb0,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,drupalphp_Database,drupalphp_Database,2c8023c1-bc51-4a07-96b6-8a075250cc21,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA percona 8-03,HA percona 8-03,3fdbbf29-3a17-4bd3-9c86-0b74baf18624,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=percona:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HA-mariaDB-03,HA-mariaDB-03,40a3b380-61cf-4a69-a474-d8f68d81c750,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,lamp_Database,lamp_Database,4579ebd6-0409-4ba3-86dc-83e94629dd6d,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HAdbaasSql-03,HAdbaasSql-03,4988843f-7f1b-4a12-9a97-a5fefc011970,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
